"Notes"	"Census Region"	"Census Region Code"	"Race"	"Race Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	"Year"	"Year Code"	"Drug/Alcohol Induced Cause"	"Drug/Alcohol Induced Cause Code"	Deaths	Population	Crude Rate	Crude Rate Lower 95% Confidence Interval	Crude Rate Upper 95% Confidence Interval	% of Total Deaths
	"Census Region 1: Northeast"	"CENS-R1"	"American Indian or Alaska Native"	"1002-5"	"75-84 years"	"75-84"	"2007"	"2007"	"All other non-drug and non-alcohol causes"	"O9"	113	5800	1948.3	1589.1	2307.5	0.0%
	"Census Region 1: Northeast"	"CENS-R1"	"American Indian or Alaska Native"	"1002-5"	"75-84 years"	"75-84"	"2008"	"2008"	"All other non-drug and non-alcohol causes"	"O9"	131	6075	2156.4	1787.1	2525.6	0.0%
	"Census Region 1: Northeast"	"CENS-R1"	"American Indian or Alaska Native"	"1002-5"	"75-84 years"	"75-84"	"2009"	"2009"	"All other non-drug and non-alcohol causes"	"O9"	108	6371	1695.2	1375.5	2014.9	0.0%
	"Census Region 1: Northeast"	"CENS-R1"	"American Indian or Alaska Native"	"1002-5"	"75-84 years"	"75-84"	"2010"	"2010"	"All other non-drug and non-alcohol causes"	"O9"	107	6581	1625.9	1317.8	1934.0	0.0%
	"Census Region 1: Northeast"	"CENS-R1"	"American Indian or Alaska Native"	"1002-5"	"75-84 years"	"75-84"	"2011"	"2011"	"All other non-drug and non-alcohol causes"	"O9"	104	7097	1465.4	1183.8	1747.1	0.0%
	"Census Region 1: Northeast"	"CENS-R1"	"American Indian or Alaska Native"	"1002-5"	"75-84 years"	"75-84"	"2012"	"2012"	"All other non-drug and non-alcohol causes"	"O9"	101	7395	1365.8	1099.4	1632.2	0.0%
	"Census Region 1: Northeast"	"CENS-R1"	"American Indian or Alaska Native"	"1002-5"	"75-84 years"	"75-84"	"2013"	"2013"	"All other non-drug and non-alcohol causes"	"O9"	132	7977	1654.8	1372.5	1937.1	0.0%
	"Census Region 1: Northeast"	"CENS-R1"	"American Indian or Alaska Native"	"1002-5"	"75-84 years"	"75-84"	"2014"	"2014"	"All other non-drug and non-alcohol causes"	"O9"	133	8509	1563.1	1297.4	1828.7	0.0%
	"Census Region 1: Northeast"	"CENS-R1"	"American Indian or Alaska Native"	"1002-5"	"75-84 years"	"75-84"	"2015"	"2015"	"All other non-drug and non-alcohol causes"	"O9"	134	9084	1475.1	1225.4	1724.9	0.0%
	"Census Region 1: Northeast"	"CENS-R1"	"American Indian or Alaska Native"	"1002-5"	"75-84 years"	"75-84"	"2016"	"2016"	"All other non-drug and non-alcohol causes"	"O9"	136	9530	1427.1	1187.2	1666.9	0.0%
	"Census Region 1: Northeast"	"CENS-R1"	"American Indian or Alaska Native"	"1002-5"	"75-84 years"	"75-84"	"2017"	"2017"	"All other non-drug and non-alcohol causes"	"O9"	132	10504	1256.7	1042.3	1471.0	0.0%
	"Census Region 1: Northeast"	"CENS-R1"	"American Indian or Alaska Native"	"1002-5"	"85+ years"	"85+"	"1999"	"1999"	"All other non-drug and non-alcohol causes"	"O9"	57	1058	5387.5	4080.5	6980.2	0.0%
	"Census Region 1: Northeast"	"CENS-R1"	"American Indian or Alaska Native"	"1002-5"	"85+ years"	"85+"	"2000"	"2000"	"All other non-drug and non-alcohol causes"	"O9"	67	1299	5157.8	3997.3	6550.2	0.0%
	"Census Region 1: Northeast"	"CENS-R1"	"American Indian or Alaska Native"	"1002-5"	"85+ years"	"85+"	"2001"	"2001"	"All other non-drug and non-alcohol causes"	"O9"	54	1343	4020.8	3020.6	5246.3	0.0%
	"Census Region 1: Northeast"	"CENS-R1"	"American Indian or Alaska Native"	"1002-5"	"85+ years"	"85+"	"2002"	"2002"	"All other non-drug and non-alcohol causes"	"O9"	75	1399	5361.0	4216.7	6720.0	0.0%
	"Census Region 1: Northeast"	"CENS-R1"	"American Indian or Alaska Native"	"1002-5"	"85+ years"	"85+"	"2003"	"2003"	"All other non-drug and non-alcohol causes"	"O9"	74	1424	5196.6	4080.5	6523.9	0.0%
	"Census Region 1: Northeast"	"CENS-R1"	"American Indian or Alaska Native"	"1002-5"	"85+ years"	"85+"	"2004"	"2004"	"All other non-drug and non-alcohol causes"	"O9"	79	1527	5173.5	4095.9	6447.8	0.0%
	"Census Region 1: Northeast"	"CENS-R1"	"American Indian or Alaska Native"	"1002-5"	"85+ years"	"85+"	"2005"	"2005"	"All other non-drug and non-alcohol causes"	"O9"	92	1630	5644.2	4550.0	6922.1	0.0%
	"Census Region 1: Northeast"	"CENS-R1"	"American Indian or Alaska Native"	"1002-5"	"85+ years"	"85+"	"2006"	"2006"	"All other non-drug and non-alcohol causes"	"O9"	73	1744	4185.8	3281.0	5263.0	0.0%
	"Census Region 1: Northeast"	"CENS-R1"	"American Indian or Alaska Native"	"1002-5"	"85+ years"	"85+"	"2007"	"2007"	"All other non-drug and non-alcohol causes"	"O9"	72	1867	3856.5	3017.4	4856.5	0.0%
	"Census Region 1: Northeast"	"CENS-R1"	"American Indian or Alaska Native"	"1002-5"	"85+ years"	"85+"	"2008"	"2008"	"All other non-drug and non-alcohol causes"	"O9"	77	1974	3900.7	3078.4	4875.2	0.0%
	"Census Region 1: Northeast"	"CENS-R1"	"American Indian or Alaska Native"	"1002-5"	"85+ years"	"85+"	"2009"	"2009"	"All other non-drug and non-alcohol causes"	"O9"	71	2121	3347.5	2614.4	4222.4	0.0%
	"Census Region 1: Northeast"	"CENS-R1"	"American Indian or Alaska Native"	"1002-5"	"85+ years"	"85+"	"2010"	"2010"	"All other non-drug and non-alcohol causes"	"O9"	102	2200	4636.4	3736.6	5536.1	0.0%
	"Census Region 1: Northeast"	"CENS-R1"	"American Indian or Alaska Native"	"1002-5"	"85+ years"	"85+"	"2011"	"2011"	"All other non-drug and non-alcohol causes"	"O9"	101	2496	4046.5	3257.3	4835.6	0.0%
	"Census Region 1: Northeast"	"CENS-R1"	"American Indian or Alaska Native"	"1002-5"	"85+ years"	"85+"	"2012"	"2012"	"All other non-drug and non-alcohol causes"	"O9"	85	2532	3357.0	2681.5	4151.0	0.0%
	"Census Region 1: Northeast"	"CENS-R1"	"American Indian or Alaska Native"	"1002-5"	"85+ years"	"85+"	"2013"	"2013"	"All other non-drug and non-alcohol causes"	"O9"	104	2888	3601.1	2909.0	4293.2	0.0%
	"Census Region 1: Northeast"	"CENS-R1"	"American Indian or Alaska Native"	"1002-5"	"85+ years"	"85+"	"2014"	"2014"	"All other non-drug and non-alcohol causes"	"O9"	112	3199	3501.1	2852.7	4149.5	0.0%
	"Census Region 1: Northeast"	"CENS-R1"	"American Indian or Alaska Native"	"1002-5"	"85+ years"	"85+"	"2015"	"2015"	"All other non-drug and non-alcohol causes"	"O9"	121	3546	3412.3	2804.3	4020.3	0.0%
	"Census Region 1: Northeast"	"CENS-R1"	"American Indian or Alaska Native"	"1002-5"	"85+ years"	"85+"	"2016"	"2016"	"All other non-drug and non-alcohol causes"	"O9"	103	3864	2665.6	2150.8	3180.4	0.0%
	"Census Region 1: Northeast"	"CENS-R1"	"American Indian or Alaska Native"	"1002-5"	"85+ years"	"85+"	"2017"	"2017"	"All other non-drug and non-alcohol causes"	"O9"	142	4398	3228.7	2697.7	3759.8	0.0%
	"Census Region 1: Northeast"	"CENS-R1"	"Asian or Pacific Islander"	"A-PI"	"< 1 year"	"1"	"1999"	"1999"	"All other non-drug and non-alcohol causes"	"O9"	103	32889	313.2	252.7	373.7	0.0%
	"Census Region 1: Northeast"	"CENS-R1"	"Asian or Pacific Islander"	"A-PI"	"< 1 year"	"1"	"2000"	"2000"	"All other non-drug and non-alcohol causes"	"O9"	122	33369	365.6	300.7	430.5	0.0%
	"Census Region 1: Northeast"	"CENS-R1"	"Asian or Pacific Islander"	"A-PI"	"< 1 year"	"1"	"2001"	"2001"	"All other non-drug and non-alcohol causes"	"O9"	111	39964	277.7	226.1	329.4	0.0%
	"Census Region 1: Northeast"	"CENS-R1"	"Asian or Pacific Islander"	"A-PI"	"< 1 year"	"1"	"2002"	"2002"	"All other non-drug and non-alcohol causes"	"O9"	107	40246	265.9	215.5	316.2	0.0%
	"Census Region 1: Northeast"	"CENS-R1"	"Asian or Pacific Islander"	"A-PI"	"< 1 year"	"1"	"2003"	"2003"	"All other non-drug and non-alcohol causes"	"O9"	137	42884	319.5	266.0	373.0	0.0%
	"Census Region 1: Northeast"	"CENS-R1"	"Asian or Pacific Islander"	"A-PI"	"< 1 year"	"1"	"2004"	"2004"	"All other non-drug and non-alcohol causes"	"O9"	167	43831	381.0	323.2	438.8	0.0%
	"Census Region 1: Northeast"	"CENS-R1"	"Asian or Pacific Islander"	"A-PI"	"< 1 year"	"1"	"2005"	"2005"	"All other non-drug and non-alcohol causes"	"O9"	159	43998	361.4	305.2	417.6	0.0%
	"Census Region 1: Northeast"	"CENS-R1"	"Asian or Pacific Islander"	"A-PI"	"< 1 year"	"1"	"2006"	"2006"	"All other non-drug and non-alcohol causes"	"O9"	141	44104	319.7	266.9	372.5	0.0%
	"Census Region 1: Northeast"	"CENS-R1"	"Asian or Pacific Islander"	"A-PI"	"< 1 year"	"1"	"2007"	"2007"	"All other non-drug and non-alcohol causes"	"O9"	144	46285	311.1	260.3	361.9	0.0%
	"Census Region 1: Northeast"	"CENS-R1"	"Asian or Pacific Islander"	"A-PI"	"< 1 year"	"1"	"2008"	"2008"	"All other non-drug and non-alcohol causes"	"O9"	147	48412	303.6	254.6	352.7	0.0%
	"Census Region 1: Northeast"	"CENS-R1"	"Asian or Pacific Islander"	"A-PI"	"< 1 year"	"1"	"2009"	"2009"	"All other non-drug and non-alcohol causes"	"O9"	145	45967	315.4	264.1	366.8	0.0%
	"Census Region 1: Northeast"	"CENS-R1"	"Asian or Pacific Islander"	"A-PI"	"< 1 year"	"1"	"2010"	"2010"	"All other non-drug and non-alcohol causes"	"O9"	158	44042	358.7	302.8	414.7	0.0%
	"Census Region 1: Northeast"	"CENS-R1"	"Asian or Pacific Islander"	"A-PI"	"< 1 year"	"1"	"2011"	"2011"	"All other non-drug and non-alcohol causes"	"O9"	153	45696	334.8	281.8	387.9	0.0%
	"Census Region 1: Northeast"	"CENS-R1"	"Asian or Pacific Islander"	"A-PI"	"< 1 year"	"1"	"2012"	"2012"	"All other non-drug and non-alcohol causes"	"O9"	158	45178	349.7	295.2	404.3	0.0%
	"Census Region 1: Northeast"	"CENS-R1"	"Asian or Pacific Islander"	"A-PI"	"< 1 year"	"1"	"2013"	"2013"	"All other non-drug and non-alcohol causes"	"O9"	133	46456	286.3	237.6	334.9	0.0%
	"Census Region 1: Northeast"	"CENS-R1"	"Asian or Pacific Islander"	"A-PI"	"< 1 year"	"1"	"2014"	"2014"	"All other non-drug and non-alcohol causes"	"O9"	138	48109	286.8	239.0	334.7	0.0%
	"Census Region 1: Northeast"	"CENS-R1"	"Asian or Pacific Islander"	"A-PI"	"< 1 year"	"1"	"2015"	"2015"	"All other non-drug and non-alcohol causes"	"O9"	133	46692	284.8	236.4	333.3	0.0%
	"Census Region 1: Northeast"	"CENS-R1"	"Asian or Pacific Islander"	"A-PI"	"< 1 year"	"1"	"2016"	"2016"	"All other non-drug and non-alcohol causes"	"O9"	148	47150	313.9	263.3	364.5	0.0%
	"Census Region 1: Northeast"	"CENS-R1"	"Asian or Pacific Islander"	"A-PI"	"< 1 year"	"1"	"2017"	"2017"	"All other non-drug and non-alcohol causes"	"O9"	170	46965	362.0	307.6	416.4	0.0%
	"Census Region 1: Northeast"	"CENS-R1"	"Asian or Pacific Islander"	"A-PI"	"1-4 years"	"1-4"	"1999"	"1999"	"All other non-drug and non-alcohol causes"	"O9"	29	130991	22.1	14.8	31.8	0.0%
	"Census Region 1: Northeast"	"CENS-R1"	"Asian or Pacific Islander"	"A-PI"	"1-4 years"	"1-4"	"2000"	"2000"	"All other non-drug and non-alcohol causes"	"O9"	23	135132	17.0	10.8	25.5	0.0%
	"Census Region 1: Northeast"	"CENS-R1"	"Asian or Pacific Islander"	"A-PI"	"1-4 years"	"1-4"	"2001"	"2001"	"All other non-drug and non-alcohol causes"	"O9"	26	139195	18.7	12.2	27.4	0.0%
	"Census Region 1: Northeast"	"CENS-R1"	"Asian or Pacific Islander"	"A-PI"	"1-4 years"	"1-4"	"2002"	"2002"	"All other non-drug and non-alcohol causes"	"O9"	26	147273	17.7	11.5	25.9	0.0%
	"Census Region 1: Northeast"	"CENS-R1"	"Asian or Pacific Islander"	"A-PI"	"1-4 years"	"1-4"	"2003"	"2003"	"All other non-drug and non-alcohol causes"	"O9"	25	153971	16.2	10.5	24.0	0.0%
	"Census Region 1: Northeast"	"CENS-R1"	"Asian or Pacific Islander"	"A-PI"	"1-4 years"	"1-4"	"2004"	"2004"	"All other non-drug and non-alcohol causes"	"O9"	25	161682	15.5	10.0	22.8	0.0%
	"Census Region 1: Northeast"	"CENS-R1"	"Asian or Pacific Islander"	"A-PI"	"1-4 years"	"1-4"	"2005"	"2005"	"All other non-drug and non-alcohol causes"	"O9"	19	167291	Unreliable	6.8	17.7	0.0%
	"Census Region 1: Northeast"	"CENS-R1"	"Asian or Pacific Islander"	"A-PI"	"1-4 years"	"1-4"	"2006"	"2006"	"All other non-drug and non-alcohol causes"	"O9"	34	168812	20.1	13.9	28.1	0.0%
	"Census Region 1: Northeast"	"CENS-R1"	"Asian or Pacific Islander"	"A-PI"	"1-4 years"	"1-4"	"2007"	"2007"	"All other non-drug and non-alcohol causes"	"O9"	25	170499	14.7	9.5	21.6	0.0%
	"Census Region 1: Northeast"	"CENS-R1"	"Asian or Pacific Islander"	"A-PI"	"1-4 years"	"1-4"	"2008"	"2008"	"All other non-drug and non-alcohol causes"	"O9"	17	172548	Unreliable	5.7	15.8	0.0%
	"Census Region 1: Northeast"	"CENS-R1"	"Asian or Pacific Islander"	"A-PI"	"1-4 years"	"1-4"	"2009"	"2009"	"All other non-drug and non-alcohol causes"	"O9"	19	177355	Unreliable	6.4	16.7	0.0%
	"Census Region 1: Northeast"	"CENS-R1"	"Asian or Pacific Islander"	"A-PI"	"1-4 years"	"1-4"	"2010"	"2010"	"All other non-drug and non-alcohol causes"	"O9"	24	178912	13.4	8.6	20.0	0.0%
	"Census Region 1: Northeast"	"CENS-R1"	"Asian or Pacific Islander"	"A-PI"	"1-4 years"	"1-4"	"2011"	"2011"	"All other non-drug and non-alcohol causes"	"O9"	20	182315	11.0	6.7	16.9	0.0%
	"Census Region 1: Northeast"	"CENS-R1"	"Asian or Pacific Islander"	"A-PI"	"1-4 years"	"1-4"	"2012"	"2012"	"All other non-drug and non-alcohol causes"	"O9"	29	186766	15.5	10.4	22.3	0.0%
	"Census Region 1: Northeast"	"CENS-R1"	"Asian or Pacific Islander"	"A-PI"	"1-4 years"	"1-4"	"2013"	"2013"	"All other non-drug and non-alcohol causes"	"O9"	32	193059	16.6	11.3	23.4	0.0%
	"Census Region 1: Northeast"	"CENS-R1"	"Asian or Pacific Islander"	"A-PI"	"1-4 years"	"1-4"	"2014"	"2014"	"All other non-drug and non-alcohol causes"	"O9"	25	200655	12.5	8.1	18.4	0.0%
	"Census Region 1: Northeast"	"CENS-R1"	"Asian or Pacific Islander"	"A-PI"	"1-4 years"	"1-4"	"2015"	"2015"	"All other non-drug and non-alcohol causes"	"O9"	29	203398	14.3	9.5	20.5	0.0%
	"Census Region 1: Northeast"	"CENS-R1"	"Asian or Pacific Islander"	"A-PI"	"1-4 years"	"1-4"	"2016"	"2016"	"All other non-drug and non-alcohol causes"	"O9"	26	201551	12.9	8.4	18.9	0.0%
	"Census Region 1: Northeast"	"CENS-R1"	"Asian or Pacific Islander"	"A-PI"	"1-4 years"	"1-4"	"2017"	"2017"	"All other non-drug and non-alcohol causes"	"O9"	25	204330	12.2	7.9	18.1	0.0%
	"Census Region 1: Northeast"	"CENS-R1"	"Asian or Pacific Islander"	"A-PI"	"5-14 years"	"5-14"	"1999"	"1999"	"All other non-drug and non-alcohol causes"	"O9"	25	307479	8.1	5.3	12.0	0.0%
	"Census Region 1: Northeast"	"CENS-R1"	"Asian or Pacific Islander"	"A-PI"	"5-14 years"	"5-14"	"2000"	"2000"	"All other non-drug and non-alcohol causes"	"O9"	36	317472	11.3	7.9	15.7	0.0%
	"Census Region 1: Northeast"	"CENS-R1"	"Asian or Pacific Islander"	"A-PI"	"5-14 years"	"5-14"	"2001"	"2001"	"All other non-drug and non-alcohol causes"	"O9"	39	331077	11.8	8.4	16.1	0.0%
	"Census Region 1: Northeast"	"CENS-R1"	"Asian or Pacific Islander"	"A-PI"	"5-14 years"	"5-14"	"2002"	"2002"	"All other non-drug and non-alcohol causes"	"O9"	35	341995	10.2	7.1	14.2	0.0%
	"Census Region 1: Northeast"	"CENS-R1"	"Asian or Pacific Islander"	"A-PI"	"5-14 years"	"5-14"	"2003"	"2003"	"All other non-drug and non-alcohol causes"	"O9"	30	350480	8.6	5.8	12.2	0.0%
	"Census Region 1: Northeast"	"CENS-R1"	"Asian or Pacific Islander"	"A-PI"	"5-14 years"	"5-14"	"2004"	"2004"	"All other non-drug and non-alcohol causes"	"O9"	33	357116	9.2	6.4	13.0	0.0%
	"Census Region 1: Northeast"	"CENS-R1"	"Asian or Pacific Islander"	"A-PI"	"5-14 years"	"5-14"	"2005"	"2005"	"All other non-drug and non-alcohol causes"	"O9"	47	364307	12.9	9.5	17.2	0.0%
	"Census Region 1: Northeast"	"CENS-R1"	"Asian or Pacific Islander"	"A-PI"	"5-14 years"	"5-14"	"2006"	"2006"	"All other non-drug and non-alcohol causes"	"O9"	27	376438	7.2	4.7	10.4	0.0%
	"Census Region 1: Northeast"	"CENS-R1"	"Asian or Pacific Islander"	"A-PI"	"5-14 years"	"5-14"	"2007"	"2007"	"All other non-drug and non-alcohol causes"	"O9"	34	388202	8.8	6.1	12.2	0.0%
	"Census Region 1: Northeast"	"CENS-R1"	"Asian or Pacific Islander"	"A-PI"	"5-14 years"	"5-14"	"2008"	"2008"	"All other non-drug and non-alcohol causes"	"O9"	34	402291	8.5	5.9	11.8	0.0%
	"Census Region 1: Northeast"	"CENS-R1"	"Asian or Pacific Islander"	"A-PI"	"5-14 years"	"5-14"	"2009"	"2009"	"All other non-drug and non-alcohol causes"	"O9"	39	416345	9.4	6.7	12.8	0.0%
	"Census Region 1: Northeast"	"CENS-R1"	"Asian or Pacific Islander"	"A-PI"	"5-14 years"	"5-14"	"2010"	"2010"	"All other non-drug and non-alcohol causes"	"O9"	25	427277	5.9	3.8	8.6	0.0%
	"Census Region 1: Northeast"	"CENS-R1"	"Asian or Pacific Islander"	"A-PI"	"5-14 years"	"5-14"	"2011"	"2011"	"All other non-drug and non-alcohol causes"	"O9"	36	435619	8.3	5.8	11.4	0.0%
	"Census Region 1: Northeast"	"CENS-R1"	"Asian or Pacific Islander"	"A-PI"	"5-14 years"	"5-14"	"2012"	"2012"	"All other non-drug and non-alcohol causes"	"O9"	24	446475	5.4	3.4	8.0	0.0%
	"Census Region 1: Northeast"	"CENS-R1"	"Asian or Pacific Islander"	"A-PI"	"5-14 years"	"5-14"	"2013"	"2013"	"All other non-drug and non-alcohol causes"	"O9"	43	455544	9.4	6.8	12.7	0.0%
	"Census Region 1: Northeast"	"CENS-R1"	"Asian or Pacific Islander"	"A-PI"	"5-14 years"	"5-14"	"2014"	"2014"	"All other non-drug and non-alcohol causes"	"O9"	42	465667	9.0	6.5	12.2	0.0%
	"Census Region 1: Northeast"	"CENS-R1"	"Asian or Pacific Islander"	"A-PI"	"5-14 years"	"5-14"	"2015"	"2015"	"All other non-drug and non-alcohol causes"	"O9"	31	477023	6.5	4.4	9.2	0.0%
	"Census Region 1: Northeast"	"CENS-R1"	"Asian or Pacific Islander"	"A-PI"	"5-14 years"	"5-14"	"2016"	"2016"	"All other non-drug and non-alcohol causes"	"O9"	32	482764	6.6	4.5	9.4	0.0%
	"Census Region 1: Northeast"	"CENS-R1"	"Asian or Pacific Islander"	"A-PI"	"5-14 years"	"5-14"	"2017"	"2017"	"All other non-drug and non-alcohol causes"	"O9"	35	490020	7.1	5.0	9.9	0.0%
	"Census Region 1: Northeast"	"CENS-R1"	"Asian or Pacific Islander"	"A-PI"	"15-24 years"	"15-24"	"1999"	"1999"	"All other non-drug and non-alcohol causes"	"O9"	84	354327	23.7	18.9	29.4	0.0%
	"Census Region 1: Northeast"	"CENS-R1"	"Asian or Pacific Islander"	"A-PI"	"15-24 years"	"15-24"	"2000"	"2000"	"All other non-drug and non-alcohol causes"	"O9"	95	364926	26.0	21.1	31.8	0.0%
	"Census Region 1: Northeast"	"CENS-R1"	"Asian or Pacific Islander"	"A-PI"	"15-24 years"	"15-24"	"2001"	"2001"	"All other non-drug and non-alcohol causes"	"O9"	111	382509	29.0	23.6	34.4	0.0%
	"Census Region 1: Northeast"	"CENS-R1"	"Asian or Pacific Islander"	"A-PI"	"15-24 years"	"15-24"	"2002"	"2002"	"All other non-drug and non-alcohol causes"	"O9"	104	394365	26.4	21.3	31.4	0.0%
	"Census Region 1: Northeast"	"CENS-R1"	"Asian or Pacific Islander"	"A-PI"	"15-24 years"	"15-24"	"2003"	"2003"	"All other non-drug and non-alcohol causes"	"O9"	101	405052	24.9	20.1	29.8	0.0%
	"Census Region 1: Northeast"	"CENS-R1"	"Asian or Pacific Islander"	"A-PI"	"15-24 years"	"15-24"	"2004"	"2004"	"All other non-drug and non-alcohol causes"	"O9"	115	415024	27.7	22.6	32.8	0.0%
	"Census Region 1: Northeast"	"CENS-R1"	"Asian or Pacific Islander"	"A-PI"	"15-24 years"	"15-24"	"2005"	"2005"	"All other non-drug and non-alcohol causes"	"O9"	110	426438	25.8	21.0	30.6	0.0%
	"Census Region 1: Northeast"	"CENS-R1"	"Asian or Pacific Islander"	"A-PI"	"15-24 years"	"15-24"	"2006"	"2006"	"All other non-drug and non-alcohol causes"	"O9"	106	438339	24.2	19.6	28.8	0.0%
	"Census Region 1: Northeast"	"CENS-R1"	"Asian or Pacific Islander"	"A-PI"	"15-24 years"	"15-24"	"2007"	"2007"	"All other non-drug and non-alcohol causes"	"O9"	107	451289	23.7	19.2	28.2	0.0%
	"Census Region 1: Northeast"	"CENS-R1"	"Asian or Pacific Islander"	"A-PI"	"15-24 years"	"15-24"	"2008"	"2008"	"All other non-drug and non-alcohol causes"	"O9"	98	465241	21.1	17.1	25.7	0.0%
	"Census Region 1: Northeast"	"CENS-R1"	"Asian or Pacific Islander"	"A-PI"	"15-24 years"	"15-24"	"2009"	"2009"	"All other non-drug and non-alcohol causes"	"O9"	108	479951	22.5	18.3	26.7	0.0%
	"Census Region 1: Northeast"	"CENS-R1"	"Asian or Pacific Islander"	"A-PI"	"15-24 years"	"15-24"	"2010"	"2010"	"All other non-drug and non-alcohol causes"	"O9"	111	491645	22.6	18.4	26.8	0.0%
	"Census Region 1: Northeast"	"CENS-R1"	"Asian or Pacific Islander"	"A-PI"	"15-24 years"	"15-24"	"2011"	"2011"	"All other non-drug and non-alcohol causes"	"O9"	107	487493	21.9	17.8	26.1	0.0%
	"Census Region 1: Northeast"	"CENS-R1"	"Asian or Pacific Islander"	"A-PI"	"15-24 years"	"15-24"	"2012"	"2012"	"All other non-drug and non-alcohol causes"	"O9"	117	502729	23.3	19.1	27.5	0.0%
	"Census Region 1: Northeast"	"CENS-R1"	"Asian or Pacific Islander"	"A-PI"	"15-24 years"	"15-24"	"2013"	"2013"	"All other non-drug and non-alcohol causes"	"O9"	107	508864	21.0	17.0	25.0	0.0%
	"Census Region 1: Northeast"	"CENS-R1"	"Asian or Pacific Islander"	"A-PI"	"15-24 years"	"15-24"	"2014"	"2014"	"All other non-drug and non-alcohol causes"	"O9"	129	531597	24.3	20.1	28.5	0.0%
	"Census Region 1: Northeast"	"CENS-R1"	"Asian or Pacific Islander"	"A-PI"	"15-24 years"	"15-24"	"2015"	"2015"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	16	545877	Unreliable	1.7	4.8	0.0%
	"Census Region 1: Northeast"	"CENS-R1"	"Asian or Pacific Islander"	"A-PI"	"15-24 years"	"15-24"	"2015"	"2015"	"All other non-drug and non-alcohol causes"	"O9"	129	545877	23.6	19.6	27.7	0.0%
	"Census Region 1: Northeast"	"CENS-R1"	"Asian or Pacific Islander"	"A-PI"	"15-24 years"	"15-24"	"2016"	"2016"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	23	554050	4.2	2.6	6.2	0.0%
	"Census Region 1: Northeast"	"CENS-R1"	"Asian or Pacific Islander"	"A-PI"	"15-24 years"	"15-24"	"2016"	"2016"	"All other non-drug and non-alcohol causes"	"O9"	108	554050	19.5	15.8	23.2	0.0%
	"Census Region 1: Northeast"	"CENS-R1"	"Asian or Pacific Islander"	"A-PI"	"15-24 years"	"15-24"	"2017"	"2017"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	24	564396	4.3	2.7	6.3	0.0%
